table_id,content,table_class
c0b47005-861a-4f15-8522-0f755fe34f82,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['17'], ['18'], ['19']], [[], ['As', 'Left:'], ['17'], ['18'], ['19']]]",BIGRID
9223cf34-95a6-4981-996e-1c821abdc1c1,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['18'], ['20'], ['20']], [[], ['As', 'Left:'], ['18'], ['20'], ['20']]]",BIGRID
45f994bf-396b-49b2-b97b-b0b8a6875987,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['18'], ['21'], ['22']], [[], ['As', 'Left:'], ['18'], ['21'], ['22']]]",BIGRID
0fbebb0a-dc31-4532-9ef9-a7a86be298fd,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['186'], ['130'], ['94']], [[], ['As', 'Left:'], ['186'], ['130'], ['94']]]",BIGRID
681f0633-1d8c-447b-8521-3651071ade08,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['19'], ['19'], ['21']], [[], ['As', 'Left:'], ['19'], ['19'], ['21']]]",BIGRID
13df057a-1515-4dca-9d58-a1ed79566b85,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['21'], ['20'], ['20']], [[], ['As', 'Left:'], ['21'], ['20'], ['20']]]",BIGRID
107ddfad-9fc4-43f8-9421-abdab0ec8819,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['21'], ['24'], ['22']], [[], ['As', 'Left:'], ['21'], ['24'], ['22']]]",BIGRID
80994cdd-153f-4643-a98d-e65764762149,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['23'], ['20'], ['24']], [[], ['As', 'Left:'], ['23'], ['20'], ['24']]]",BIGRID
13f356bf-11ef-46e9-a24a-7f201544a45c,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['24'], ['20'], ['23']], [[], ['As', 'Left:'], ['24'], ['20'], ['23']]]",BIGRID
c040807b-2bb4-48cc-b2e0-bd3e1bfeeb66,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['24'], ['26'], ['23']], [[], ['As', 'Left:'], ['24'], ['26'], ['23']]]",BIGRID
463146d2-6c72-45e9-b67d-4ef27c05ea84,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['28'], ['22'], ['23']], [[], ['As', 'Left:'], ['28'], ['22'], ['23']]]",BIGRID
f19b5469-75cd-4383-a051-1768b2bfa210,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['28'], ['23'], ['29']], [[], ['As', 'Left:'], ['28'], ['23'], ['29']]]",BIGRID
ca1a407f-a3d6-44e9-94c6-05027b52b521,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['30'], ['26'], ['30']], [[], ['As', 'Left:'], ['30'], ['26'], ['30']]]",BIGRID
255d933a-ab8e-4930-a4c8-bdfb3d2a8ba9,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['33'], ['36'], ['36']], [[], ['As', 'Left:'], ['33'], ['36'], ['36']]]",BIGRID
b89bff2c-7b49-4be2-8783-ee77785ab891,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['38'], ['39'], ['37']], [[], ['As', 'Left:'], ['38'], ['39'], ['37']]]",BIGRID
92e792a9-2894-4200-952e-e4b717b08056,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['43'], ['39'], ['38']], [[], ['As', 'Left:'], ['43'], ['39'], ['38']]]",BIGRID
12dbbd1a-f258-4ac2-8b0b-2a312be69fc0,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['83'], ['95'], ['86']], [[], ['As', 'Left:'], ['83'], ['95'], ['86']]]",BIGRID
8e3ae8c5-6569-40f3-b90e-424bbb6c3587,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['90'], ['104'], ['103']], [[], ['As', 'Left:'], ['90'], ['104'], ['103']]]",BIGRID
1107cb15-cffd-4d50-9e75-c9788a0a920f,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['93'], ['92'], ['92']], [[], ['As', 'Left:'], ['93'], ['92'], ['92']]]",BIGRID
7c02f7a1-cdc3-40bf-9869-84e03c0b347e,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in', 'Micro-Ohms'], [], ['As', 'Found:'], ['93'], ['98'], ['79']], [[], ['As', 'Left:'], ['93'], ['98'], ['79']]]",BIGRID
31948a96-c692-444c-a65b-cde43c2116e5,"[[['Contact', 'Resistance', 'Tests']], [['Contact', 'Resistance', 'Tests'], [], [], ['Pole', '#1'], ['Pole', '#2'], ['Pole', '#3']], [['Resistance', 'in'], [], ['As', 'Found:'], ['26'], ['24'], ['22']], [['Micro-Ohms'], ['As', 'Left:'], ['26'], ['24'], ['22']]]",BIGRID
048da0a7-1638-4c37-b874-07009518df4b,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
12c6bbbd-d1c8-460c-bb10-8d20f281cebe,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
5ab4e981-6ddd-4fb2-b254-9218bdf40085,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
5f5a3c2a-77c1-4a80-bbc8-5e50748fc30e,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
88287def-b757-47a3-9fc5-1f4fc39666e9,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
92f91b7b-f225-47f8-bbca-422d443db1cf,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
a3f664ed-1159-4d0e-ba16-39b9dc63fd8c,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
a52cba08-19eb-4af6-9e81-0d410cda1280,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
ed9d0b4d-a7fe-4e58-a968-b1eb61cf6b89,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
f65e4ee2-f0cc-4b2a-9b75-5bf6e7f952a5,"[[['Customer:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']], [['Owner:'], ['American', 'Family', 'Insurance']], [['Address:'], ['6000', 'American', 'Parkway', '-', 'Madison,', 'WI', '53783']]]",KVP
24e23304-56d7-414f-b8c8-be929c34303c,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1A-3A']]]",KVP
2b5ecee3-d270-48c8-9c48-1026e6e7fe69,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1B-4C']]]",KVP
47d6ee13-bede-4f5e-a49b-aca6958a295a,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1B-6D']]]",KVP
778f1ae7-704c-4c07-a471-b409965e8692,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1A-3D']]]",KVP
9358e29b-2974-40e4-ab82-dc710ebe4b9a,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1B-6D']]]",KVP
b625671f-a730-4f4d-8a98-8e3532c7b3ac,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1A-2A']]]",KVP
ef623d9f-1ae8-456a-950d-1dab66de6ddd,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A', '/', 'USS-1B']], [['Identification:'], [], [], ['1B-6C']]]",KVP
80d9d434-1fa6-47c2-b2f0-54d9184fad0f,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A/USS-1B']], [['Identification:'], [], [], ['1A-4B', 'Tie', 'Breaker']]]",KVP
b896c97b-6bff-44a9-babb-ad77629bdba7,"[[['Customer:'], ['GE'], [], ['Healthcare']], [['Address:'], ['3000'], [], ['N.', 'Grandview', 'Boulevard', '-', 'Waukesha,', 'WI', '53188']], [['Owner:'], ['Same'], [], ['as', 'above']], [['Address:'], [], [], []], [[], [], ['Location:'], ['USS-1A/USS-1B']], [['Identification:'], [], [], ['1A-3C', '(Spare)']]]",KVP
